segment_id,road_type,length_km,travel_time_minutes,rainfall_mm,hazard_score,elevation_meters,historical_flood_exposure,drainage_pressure,is_disrupted
syn-road-0672,secondary,12.32,23.0,112.0,0.61,9.9,0.97,0.47,1
syn-road-0673,primary,10.93,16.6,57.5,0.16,16.3,0.16,0.22,0
syn-road-0674,local,13.63,40.8,78.2,0.43,8.6,0.39,0.47,0
syn-road-0675,arterial,10.44,14.5,225.4,0.7,8.7,0.39,0.82,1
syn-road-0676,secondary,2.8,10.4,186.1,0.58,10.5,0.53,0.51,0
syn-road-0677,primary,3.98,6.6,214.6,0.66,11.8,0.41,0.69,1
syn-road-0678,secondary,12.5,28.0,203.7,0.71,0.4,0.08,0.85,1
syn-road-0679,primary,8.07,10.3,116.7,0.32,17.7,0.6,0.3,0
syn-road-0680,arterial,4.44,7.2,147.8,0.48,19.4,0.85,0.36,0
syn-road-0681,local,5.22,15.1,156.3,0.66,6.8,0.49,0.64,1
syn-road-0682,secondary,2.78,10.1,194.5,0.77,3.4,0.58,0.93,0
syn-road-0683,arterial,2.68,1.7,122.5,0.28,15.5,0.38,0.31,1
syn-road-0684,primary,1.75,1.0,171.3,0.42,13.1,0.09,0.5,0
syn-road-0685,arterial,6.27,7.0,135.8,0.86,-0.9,0.97,0.81,1
syn-road-0686,secondary,7.26,16.1,152.2,0.64,-0.7,0.14,0.86,1
syn-road-0687,local,12.02,37.7,180.9,0.52,6.8,0.25,0.76,0
syn-road-0688,arterial,14.85,22.4,50.7,0.37,4.6,0.02,0.4,1
syn-road-0689,arterial,10.97,14.7,189.8,0.44,19.4,0.45,0.44,0
syn-road-0690,arterial,9.57,13.4,130.7,0.8,1.9,0.98,0.83,1
syn-road-0691,secondary,0.63,5.8,244.8,0.67,5.5,0.48,1.0,0
syn-road-0692,arterial,10.82,11.6,80.7,0.13,17.0,0.11,0.24,0
syn-road-0693,primary,11.27,19.2,170.1,0.44,19.8,0.95,0.38,1
syn-road-0694,arterial,11.34,13.7,236.2,0.58,9.7,0.51,0.75,0
syn-road-0695,local,4.91,15.7,142.8,0.48,6.4,0.34,0.53,0
syn-road-0696,arterial,12.64,17.6,213.5,0.58,11.8,0.33,0.56,1
syn-road-0697,secondary,4.61,13.2,244.7,0.85,0.7,0.61,0.8,1
syn-road-0698,primary,14.96,22.6,52.2,0.46,5.3,0.54,0.53,0
syn-road-0699,secondary,11.62,25.5,137.4,0.47,3.7,0.02,0.78,0
syn-road-0700,local,3.9,10.0,185.5,0.53,5.5,0.04,0.68,1
syn-road-0701,secondary,7.2,18.0,165.2,0.61,8.0,0.41,0.61,0
syn-road-0702,arterial,5.86,7.4,210.3,0.53,17.0,0.22,0.49,0
syn-road-0703,local,3.11,8.8,52.2,0.18,19.5,0.86,0.12,0
syn-road-0704,local,1.74,9.2,131.8,0.56,1.9,0.14,0.77,1
syn-road-0705,local,9.87,28.3,123.5,0.49,8.3,0.25,0.5,1
syn-road-0706,arterial,12.24,18.1,72.4,0.36,5.1,0.03,0.46,0
syn-road-0707,arterial,4.83,6.9,134.9,0.64,6.8,0.38,0.58,0
syn-road-0708,local,12.38,40.4,138.3,0.58,7.6,0.22,0.67,0
syn-road-0709,secondary,1.01,2.7,81.5,0.37,18.0,0.72,0.2,1
syn-road-0710,secondary,10.64,25.7,95.3,0.45,11.4,0.97,0.44,1
syn-road-0711,primary,8.27,16.0,161.6,0.63,5.6,0.42,0.75,0
syn-road-0712,local,3.06,7.3,107.6,0.45,16.5,0.93,0.27,1
syn-road-0713,arterial,4.53,10.3,65.7,0.57,9.2,0.96,0.38,0
syn-road-0714,secondary,10.53,20.6,106.3,0.45,10.6,0.9,0.49,0
syn-road-0715,arterial,1.35,2.9,106.5,0.33,14.4,0.41,0.33,0
syn-road-0716,local,3.47,11.3,111.3,0.55,6.6,0.44,0.47,0
syn-road-0717,secondary,5.11,10.7,195.2,0.33,16.3,0.13,0.47,0
syn-road-0718,secondary,8.08,15.2,175.6,0.6,9.1,0.26,0.69,1
syn-road-0719,secondary,0.9,2.1,61.4,0.15,16.8,0.05,0.22,0
syn-road-0720,local,14.46,44.7,246.6,0.6,9.4,0.14,0.63,0
syn-road-0721,local,6.29,18.3,245.2,0.79,6.6,0.32,0.72,1
syn-road-0722,local,11.8,37.1,54.1,0.22,18.1,0.0,0.16,0
syn-road-0723,arterial,0.74,5.0,197.1,0.66,11.2,0.61,0.51,1
syn-road-0724,secondary,9.23,22.3,181.9,0.68,6.5,0.35,0.6,0
syn-road-0725,secondary,2.38,6.5,196.6,0.71,2.0,0.09,0.7,1
syn-road-0726,arterial,9.3,13.0,192.5,0.63,12.0,0.99,0.59,0
syn-road-0727,secondary,8.05,15.9,88.6,0.34,9.9,0.23,0.4,1
syn-road-0728,local,11.5,38.7,88.9,0.45,12.1,0.29,0.38,0
syn-road-0729,arterial,3.26,6.2,68.6,0.5,6.6,0.81,0.47,0
syn-road-0730,local,5.32,14.4,125.3,0.33,17.5,0.27,0.26,0
syn-road-0731,secondary,7.03,15.1,201.3,0.42,17.6,0.52,0.44,1
syn-road-0732,secondary,2.27,6.9,220.6,0.54,8.1,0.24,0.69,0
syn-road-0733,arterial,1.84,5.9,184.6,0.65,8.4,0.91,0.53,1
syn-road-0734,arterial,9.0,9.8,139.3,0.42,7.5,0.07,0.68,1
syn-road-0735,primary,12.59,19.2,221.8,0.35,18.7,0.06,0.39,0
syn-road-0736,primary,3.68,8.5,120.7,0.41,9.9,0.3,0.52,0
syn-road-0737,arterial,13.16,19.7,109.9,0.52,10.5,0.61,0.4,1
syn-road-0738,local,2.44,11.4,209.0,0.97,0.3,0.94,0.86,1
syn-road-0739,secondary,11.02,21.7,182.7,0.31,18.8,0.46,0.41,1
syn-road-0740,primary,9.07,11.8,121.9,0.36,19.5,0.79,0.29,0
syn-road-0741,local,1.78,8.5,234.7,0.8,3.6,0.42,1.0,1
syn-road-0742,secondary,7.75,14.3,119.2,0.71,3.2,0.81,0.76,0
syn-road-0743,local,12.6,36.9,130.8,0.65,4.7,0.73,0.57,1
syn-road-0744,secondary,2.83,8.7,113.2,0.64,10.3,0.98,0.53,1
syn-road-0745,secondary,9.5,20.9,76.2,0.22,12.7,0.09,0.35,0
syn-road-0746,arterial,5.34,5.3,178.3,0.5,14.7,0.94,0.58,0
syn-road-0747,local,3.93,13.8,125.1,0.62,-0.2,0.12,0.77,0
syn-road-0748,arterial,4.85,8.9,249.6,0.97,0.3,0.57,0.84,1
syn-road-0749,local,10.4,33.0,139.9,0.41,7.7,0.01,0.7,0
syn-road-0750,arterial,8.73,9.8,132.9,0.35,17.5,0.62,0.33,0
syn-road-0751,arterial,12.12,12.7,226.3,0.86,7.9,0.97,0.7,0
syn-road-0752,secondary,4.5,7.9,135.6,0.45,17.0,0.46,0.37,0
syn-road-0753,arterial,6.45,6.7,240.9,0.46,19.2,0.15,0.46,1
syn-road-0754,secondary,7.61,17.6,234.6,0.82,10.0,0.85,0.83,1
syn-road-0755,primary,9.81,14.5,176.5,0.58,5.2,0.07,0.67,0
syn-road-0756,arterial,0.95,1.0,107.3,0.27,15.3,0.39,0.34,0
syn-road-0757,primary,13.71,24.6,191.5,0.39,18.0,0.58,0.4,1
syn-road-0758,primary,11.29,17.9,107.5,0.34,15.7,0.13,0.26,0
syn-road-0759,arterial,1.05,2.8,166.7,0.6,12.9,0.51,0.61,1
syn-road-0760,secondary,7.5,18.6,165.1,0.69,2.8,0.71,0.75,1
syn-road-0761,local,6.7,24.2,214.6,0.54,8.5,0.27,0.75,0
syn-road-0762,arterial,1.32,4.2,195.6,0.45,15.9,0.46,0.41,1
syn-road-0763,secondary,9.31,18.9,75.0,0.22,17.3,0.35,0.2,0
syn-road-0764,primary,14.25,20.2,50.9,0.51,2.8,0.09,0.44,0
syn-road-0765,secondary,4.81,10.0,195.3,0.58,11.0,0.89,0.58,1
syn-road-0766,arterial,4.42,7.7,117.7,0.73,2.3,0.76,0.67,1
syn-road-0767,arterial,11.24,13.3,232.3,0.43,16.1,0.38,0.62,1
syn-road-0768,local,1.09,2.4,228.5,0.75,-0.7,0.24,0.88,1
syn-road-0769,primary,14.31,20.7,116.4,0.62,1.2,0.13,0.56,1
syn-road-0770,primary,2.79,5.7,134.0,0.63,5.6,0.7,0.6,1
syn-road-0771,local,7.43,22.5,178.7,0.8,4.9,0.83,0.64,0
syn-road-0772,primary,5.06,9.4,194.0,0.65,3.8,0.07,0.67,1
syn-road-0773,arterial,12.6,13.9,63.1,0.54,1.1,0.55,0.7,1
syn-road-0774,secondary,13.95,32.3,166.2,0.62,8.5,0.67,0.65,1
syn-road-0775,secondary,13.17,24.8,182.6,0.71,-0.1,0.34,0.7,0
syn-road-0776,local,11.95,37.5,144.1,0.71,8.4,0.84,0.55,0
syn-road-0777,arterial,2.81,6.2,244.2,0.43,18.8,0.55,0.6,0
syn-road-0778,secondary,0.5,3.3,60.5,0.53,3.8,0.81,0.58,0
syn-road-0779,secondary,12.4,27.5,187.4,0.65,6.5,0.35,0.65,1
syn-road-0780,primary,10.14,18.9,175.7,0.79,-0.7,0.76,0.82,1
syn-road-0781,secondary,6.61,12.6,98.0,0.47,12.1,0.44,0.46,0
syn-road-0782,arterial,3.81,3.1,194.0,0.75,5.4,0.47,0.77,1
syn-road-0783,arterial,4.43,6.4,209.5,0.48,14.6,0.24,0.5,1
syn-road-0784,secondary,9.01,21.3,106.4,0.39,13.3,0.44,0.31,0
syn-road-0785,arterial,11.05,18.0,75.4,0.65,1.0,0.98,0.7,0
syn-road-0786,secondary,13.57,32.0,119.9,0.28,16.0,0.37,0.36,0
syn-road-0787,arterial,14.82,19.8,52.8,0.45,9.4,0.93,0.32,0
syn-road-0788,local,14.87,44.1,72.5,0.41,11.4,0.63,0.39,0
syn-road-0789,secondary,8.43,17.6,141.5,0.75,0.3,0.48,0.9,1
syn-road-0790,local,4.2,15.1,233.7,0.79,10.3,0.89,0.74,1
syn-road-0791,primary,12.63,22.6,227.8,0.58,11.8,0.33,0.72,0
syn-road-0792,secondary,11.57,21.5,234.1,0.86,1.4,0.6,0.98,1
syn-road-0793,local,12.65,39.2,207.1,0.73,9.7,0.85,0.58,1
syn-road-0794,arterial,6.44,9.0,216.9,0.87,3.3,0.98,0.83,1
syn-road-0795,secondary,9.68,17.7,217.6,0.51,10.0,0.33,0.71,0
syn-road-0796,primary,10.63,16.1,127.0,0.16,18.6,0.03,0.29,0
syn-road-0797,local,10.03,29.5,82.5,0.48,13.6,0.98,0.32,0
syn-road-0798,primary,2.34,2.8,74.1,0.43,15.1,0.71,0.26,0
syn-road-0799,secondary,14.33,29.0,202.0,0.27,19.3,0.14,0.4,0
syn-road-0800,local,12.21,35.2,136.7,0.4,10.4,0.19,0.52,0
syn-road-0801,primary,4.26,10.7,53.0,0.16,14.6,0.08,0.23,0
syn-road-0802,secondary,8.11,14.6,117.8,0.28,14.0,0.33,0.34,1
syn-road-0803,secondary,9.49,21.7,73.9,0.19,15.5,0.04,0.27,0
syn-road-0804,secondary,5.91,10.8,121.0,0.39,14.2,0.49,0.46,0
syn-road-0805,primary,2.96,4.6,121.8,0.44,2.3,0.03,0.8,1
syn-road-0806,secondary,13.42,31.7,169.6,0.41,16.6,0.75,0.47,1
syn-road-0807,primary,4.46,6.2,204.4,0.58,17.7,0.81,0.54,0
syn-road-0808,local,11.84,38.9,145.6,0.34,16.8,0.55,0.3,1
syn-road-0809,local,11.36,35.5,158.2,0.43,19.1,0.69,0.35,1
syn-road-0810,local,10.53,36.3,222.6,0.67,7.2,0.22,0.8,1
syn-road-0811,local,10.15,28.5,209.5,0.49,18.9,0.94,0.37,1
syn-road-0812,primary,1.15,3.4,68.2,0.4,16.7,0.88,0.22,0
syn-road-0813,primary,6.83,9.7,184.9,0.61,14.1,0.64,0.52,0
syn-road-0814,primary,0.98,5.3,237.6,0.54,8.2,0.03,0.74,1
syn-road-0815,arterial,8.54,13.5,145.5,0.36,19.6,0.29,0.26,1
syn-road-0816,primary,13.95,25.1,69.6,0.24,19.9,0.31,0.15,0
syn-road-0817,local,13.41,40.2,116.1,0.3,16.6,0.67,0.26,1
syn-road-0818,local,14.28,47.0,104.5,0.44,11.9,0.71,0.38,1
syn-road-0819,local,9.12,26.5,153.0,0.4,14.3,0.53,0.42,1
syn-road-0820,primary,7.46,11.0,104.1,0.4,7.6,0.26,0.59,0
syn-road-0821,primary,14.89,26.6,56.6,0.39,4.9,0.46,0.5,0
syn-road-0822,secondary,9.44,18.3,247.7,0.56,16.7,0.48,0.69,1
syn-road-0823,secondary,8.12,19.4,209.3,0.7,2.5,0.0,0.7,1
syn-road-0824,secondary,0.69,3.0,214.0,0.54,14.4,0.33,0.66,1
syn-road-0825,arterial,12.18,15.0,143.6,0.36,16.0,0.63,0.46,1
syn-road-0826,local,8.1,24.9,145.2,0.61,8.3,0.48,0.69,0
syn-road-0827,secondary,4.7,9.1,63.9,0.57,0.2,0.71,0.65,0
syn-road-0828,secondary,10.25,19.7,239.2,0.55,19.8,0.69,0.44,1
syn-road-0829,local,2.44,6.0,171.0,0.76,1.9,0.3,0.83,1
syn-road-0830,local,14.83,49.2,228.6,0.72,4.9,0.5,0.89,1
syn-road-0831,secondary,3.27,10.9,230.6,0.53,19.2,0.66,0.52,1
syn-road-0832,local,8.67,26.7,183.5,0.51,11.9,0.55,0.56,1
syn-road-0833,arterial,2.31,7.1,85.1,0.48,0.4,0.08,0.69,1
syn-road-0834,primary,2.66,6.5,176.1,0.52,19.6,0.7,0.38,0
syn-road-0835,secondary,3.84,10.9,107.5,0.68,4.6,0.85,0.53,1
syn-road-0836,secondary,9.82,22.1,196.1,0.45,16.7,0.53,0.46,1
syn-road-0837,primary,3.41,3.1,127.8,0.35,15.9,0.57,0.42,0
syn-road-0838,primary,1.1,5.8,175.7,0.54,9.3,0.34,0.54,1
syn-road-0839,arterial,5.34,6.1,128.4,0.58,13.5,0.99,0.49,0
syn-road-0840,secondary,8.03,14.7,77.9,0.26,8.5,0.06,0.5,0
syn-road-0841,primary,7.28,12.7,51.5,0.15,18.4,0.32,0.17,0
syn-road-0842,primary,1.36,4.2,228.5,0.49,15.7,0.44,0.64,0
syn-road-0843,local,9.14,25.5,168.8,0.57,0.9,0.14,0.78,1
syn-road-0844,local,2.47,8.8,74.1,0.62,-0.6,0.5,0.62,1
syn-road-0845,local,5.71,15.7,168.3,0.53,11.9,0.46,0.58,0
syn-road-0846,secondary,12.57,28.9,249.1,0.72,8.1,0.1,0.91,1
syn-road-0847,secondary,13.1,30.3,101.1,0.24,18.5,0.65,0.23,0
syn-road-0848,local,4.67,18.1,161.5,0.42,19.4,0.96,0.32,0
syn-road-0849,local,11.88,36.5,95.7,0.25,16.2,0.29,0.28,0
syn-road-0850,secondary,14.52,30.4,108.6,0.3,13.8,0.38,0.41,1
syn-road-0851,secondary,14.78,31.1,74.7,0.46,11.0,1.0,0.35,0
syn-road-0852,local,4.25,17.5,81.9,0.24,19.0,0.2,0.18,0
syn-road-0853,secondary,12.29,24.3,133.2,0.23,18.9,0.37,0.29,0
syn-road-0854,arterial,4.41,3.5,168.3,0.67,11.3,0.79,0.64,1
syn-road-0855,arterial,5.92,9.2,148.3,0.47,13.3,0.39,0.5,1
syn-road-0856,local,3.39,10.1,161.6,0.4,16.6,0.3,0.43,1
syn-road-0857,arterial,5.99,10.4,106.6,0.34,7.4,0.04,0.51,1
syn-road-0858,local,12.91,41.8,140.0,0.56,11.3,0.46,0.5,1
syn-road-0859,primary,13.64,19.0,223.3,0.65,11.2,0.98,0.58,1
syn-road-0860,primary,11.79,17.2,220.5,0.59,12.5,0.46,0.56,1
syn-road-0861,arterial,12.27,18.8,218.3,0.82,3.3,0.59,0.88,1
syn-road-0862,arterial,10.57,16.9,91.6,0.25,17.9,0.7,0.24,0
syn-road-0863,primary,8.14,10.8,120.4,0.36,15.0,0.8,0.3,0
syn-road-0864,local,13.01,44.0,147.8,0.24,19.8,0.09,0.26,1
syn-road-0865,secondary,9.31,19.4,231.8,0.72,0.4,0.03,0.82,1
syn-road-0866,arterial,3.26,7.4,210.0,0.52,18.4,0.51,0.44,1
syn-road-0867,local,11.66,35.8,84.2,0.58,1.2,0.06,0.55,1
syn-road-0868,secondary,9.74,22.9,160.5,0.43,9.2,0.03,0.52,1
syn-road-0869,secondary,2.36,9.6,171.6,0.69,3.1,0.76,0.9,1
syn-road-0870,primary,7.6,11.2,168.4,0.4,18.2,0.62,0.45,0
syn-road-0871,local,12.9,41.3,107.0,0.5,4.6,0.5,0.7,1
syn-road-0872,secondary,5.41,10.2,77.0,0.29,11.1,0.31,0.39,0
syn-road-0873,arterial,4.0,8.4,51.9,0.4,12.9,0.75,0.3,0
syn-road-0874,local,8.27,28.4,237.1,0.44,19.9,0.35,0.45,0
syn-road-0875,arterial,2.84,7.0,168.4,0.54,8.1,0.03,0.72,0
syn-road-0876,local,3.0,7.4,143.6,0.59,12.3,0.88,0.43,0
syn-road-0877,arterial,10.15,11.6,241.9,0.64,14.0,0.97,0.72,0
syn-road-0878,local,7.01,23.4,182.3,0.81,1.3,0.57,0.96,0
syn-road-0879,arterial,5.87,9.9,57.5,0.6,3.6,0.48,0.42,1
syn-road-0880,secondary,5.9,16.4,163.9,0.29,17.6,0.17,0.45,0
syn-road-0881,local,3.3,10.9,232.0,0.44,18.9,0.2,0.54,1
syn-road-0882,primary,10.77,18.4,105.5,0.65,7.6,0.83,0.6,0
syn-road-0883,local,4.96,14.6,133.0,0.64,-0.4,0.48,0.74,0
syn-road-0884,local,12.19,36.1,189.6,0.35,17.5,0.04,0.38,0
syn-road-0885,secondary,14.31,27.8,107.9,0.46,5.8,0.47,0.47,0
syn-road-0886,secondary,10.15,20.6,237.8,0.92,2.0,0.7,1.0,1
syn-road-0887,primary,1.47,3.5,141.3,0.68,3.9,0.35,0.81,1
syn-road-0888,primary,11.47,17.6,221.6,0.55,17.0,0.39,0.46,1
syn-road-0889,local,13.36,44.9,141.2,0.75,-0.3,0.27,0.81,0
syn-road-0890,local,7.5,25.5,174.7,0.65,2.8,0.33,0.66,1
syn-road-0891,arterial,13.02,17.1,192.8,0.71,10.5,0.72,0.53,1
syn-road-0892,arterial,5.83,9.5,148.3,0.68,3.9,0.22,0.67,1
syn-road-0893,primary,4.43,7.3,145.5,0.57,10.9,0.79,0.51,0
syn-road-0894,arterial,1.93,7.1,156.4,0.68,1.6,0.18,0.64,1
syn-road-0895,secondary,8.89,19.0,116.0,0.31,13.3,0.26,0.46,0
syn-road-0896,local,12.58,41.6,128.0,0.6,6.6,0.58,0.58,1
syn-road-0897,local,9.75,33.9,228.9,0.69,9.4,0.94,0.61,1
syn-road-0898,arterial,1.14,5.5,144.4,0.7,-0.6,0.63,0.77,0
syn-road-0899,local,1.96,4.3,53.4,0.16,19.1,0.5,0.15,0
syn-road-0900,primary,2.05,1.4,119.1,0.34,17.3,0.67,0.28,1
syn-road-0901,secondary,10.89,24.9,56.7,0.43,14.6,0.98,0.29,0
syn-road-0902,primary,8.59,13.1,129.3,0.7,2.6,0.9,0.6,0
syn-road-0903,primary,13.96,23.6,108.3,0.18,18.4,0.04,0.21,0
syn-road-0904,local,8.44,26.1,166.3,0.51,9.9,0.57,0.63,1
syn-road-0905,primary,7.76,13.5,162.0,0.8,0.5,1.0,0.77,1
syn-road-0906,local,5.47,20.3,63.8,0.27,19.6,0.62,0.13,0
syn-road-0907,local,13.11,38.6,171.8,0.69,-0.2,0.01,0.98,1
syn-road-0908,primary,4.3,6.0,80.9,0.3,17.5,0.15,0.23,0
syn-road-0909,arterial,13.33,14.5,199.9,0.9,4.0,0.94,0.76,1
syn-road-0910,secondary,3.83,9.9,212.5,0.71,13.3,0.89,0.61,1
syn-road-0911,primary,6.67,12.9,186.2,0.78,5.9,0.6,0.63,1
syn-road-0912,local,8.13,23.7,233.6,0.76,3.0,0.73,0.84,1
syn-road-0913,arterial,3.01,6.6,109.2,0.49,6.1,0.71,0.55,0
syn-road-0914,arterial,14.13,15.3,72.0,0.47,8.7,0.59,0.44,0
syn-road-0915,primary,7.38,10.6,52.8,0.52,6.3,0.87,0.53,0
syn-road-0916,arterial,7.58,9.8,194.7,0.3,18.9,0.03,0.47,1
syn-road-0917,secondary,10.71,24.0,247.6,0.88,2.9,0.76,0.76,1
syn-road-0918,local,10.78,32.5,53.7,0.57,5.3,0.97,0.44,1
syn-road-0919,arterial,8.1,12.9,238.7,0.61,10.5,0.25,0.75,1
syn-road-0920,local,1.12,8.2,112.1,0.61,2.8,0.65,0.53,1
syn-road-0921,secondary,11.75,23.9,103.8,0.53,13.7,0.8,0.39,1
syn-road-0922,arterial,5.83,11.5,154.3,0.37,15.7,0.53,0.36,0
syn-road-0923,primary,7.52,14.9,66.5,0.6,4.2,0.94,0.58,0
syn-road-0924,arterial,7.29,11.5,215.8,0.65,9.4,0.15,0.78,1
syn-road-0925,secondary,3.66,10.1,150.8,0.51,12.1,0.89,0.42,0
syn-road-0926,arterial,1.6,1.0,97.4,0.58,0.8,0.3,0.63,1
syn-road-0927,local,0.56,2.6,179.9,0.72,6.9,0.89,0.69,1
syn-road-0928,local,7.32,22.6,235.2,0.69,10.3,0.39,0.83,1
syn-road-0929,primary,4.89,6.8,215.1,0.8,9.6,0.97,0.78,0
syn-road-0930,local,5.23,17.4,176.4,0.64,7.0,0.41,0.79,1
syn-road-0931,primary,12.13,17.6,242.1,0.64,18.0,0.77,0.43,0
syn-road-0932,primary,14.09,22.4,85.1,0.53,10.5,0.65,0.36,1
syn-road-0933,arterial,14.32,19.9,216.6,0.79,2.6,0.41,0.77,0
syn-road-0934,secondary,10.83,21.9,234.0,0.74,11.2,0.97,0.62,1
syn-road-0935,arterial,13.68,19.9,155.0,0.8,1.8,0.89,0.89,0
syn-road-0936,arterial,12.89,15.3,106.7,0.68,0.4,0.93,0.62,1
syn-road-0937,local,11.44,37.8,237.4,0.66,11.5,0.93,0.57,1
syn-road-0938,arterial,8.42,12.2,241.8,0.76,5.5,0.19,0.76,1
syn-road-0939,primary,1.3,3.1,175.0,0.56,5.8,0.46,0.69,0
syn-road-0940,local,8.6,25.7,231.4,0.67,2.8,0.31,0.81,0
syn-road-0941,local,10.95,34.9,68.5,0.38,17.7,0.69,0.19,0
syn-road-0942,arterial,0.91,1.0,57.8,0.34,10.1,0.03,0.41,0
syn-road-0943,local,2.28,11.6,143.3,0.71,0.0,0.5,0.87,1
syn-road-0944,primary,2.93,7.7,210.5,0.67,4.4,0.25,0.72,1
syn-road-0945,local,8.72,27.1,60.8,0.64,2.2,0.93,0.46,1
syn-road-0946,arterial,3.15,8.4,193.6,0.6,14.6,0.78,0.46,1
syn-road-0947,secondary,2.92,7.8,54.6,0.29,16.0,0.99,0.21,0
syn-road-0948,local,2.99,7.9,61.5,0.3,15.0,0.05,0.24,0
syn-road-0949,local,13.99,42.2,202.8,0.62,2.5,0.21,0.72,1
syn-road-0950,local,7.38,21.7,239.5,0.8,-0.3,0.15,0.98,1
syn-road-0951,local,5.13,13.7,241.1,0.53,12.4,0.35,0.57,0
syn-road-0952,primary,8.16,16.6,174.2,0.66,10.4,0.79,0.61,1
syn-road-0953,primary,8.6,11.9,203.4,0.74,-0.1,0.42,0.93,0
syn-road-0954,primary,14.57,25.0,245.2,0.91,2.6,0.97,0.92,1
syn-road-0955,local,4.76,14.6,127.1,0.55,11.3,0.91,0.4,1
syn-road-0956,primary,2.59,2.6,110.0,0.32,14.9,0.52,0.38,0
syn-road-0957,secondary,14.73,28.0,175.6,0.45,15.2,0.86,0.47,0
syn-road-0958,primary,8.76,15.4,197.1,0.56,12.3,0.34,0.56,0
syn-road-0959,primary,12.97,20.8,184.7,0.71,4.4,0.9,0.67,1
syn-road-0960,local,10.12,28.4,198.5,0.53,9.1,0.33,0.63,1
syn-road-0961,arterial,10.45,11.0,241.0,0.84,2.1,0.83,0.79,0
syn-road-0962,arterial,13.6,20.8,180.1,0.62,8.3,0.7,0.65,0
syn-road-0963,secondary,2.2,5.6,167.5,0.75,-0.4,0.78,0.83,1
syn-road-0964,secondary,5.62,11.8,76.8,0.39,15.1,0.94,0.29,0
syn-road-0965,arterial,10.49,14.5,213.9,0.62,4.8,0.18,0.67,0
syn-road-0966,local,6.1,22.5,62.2,0.18,17.0,0.08,0.2,0
syn-road-0967,primary,0.59,3.0,163.9,0.67,5.3,0.16,0.77,0
syn-road-0968,secondary,3.63,9.6,168.3,0.68,11.0,0.87,0.56,1
syn-road-0969,arterial,10.31,11.8,189.9,0.45,13.4,0.32,0.53,1
syn-road-0970,secondary,13.68,31.8,230.6,0.74,6.8,0.18,0.73,0
syn-road-0971,arterial,9.58,10.5,78.1,0.43,7.3,0.61,0.53,1
syn-road-0972,primary,13.2,20.0,245.4,0.85,0.4,0.89,0.87,1
syn-road-0973,secondary,6.65,16.6,209.4,0.8,0.8,0.94,0.85,0
syn-road-0974,secondary,2.52,7.3,84.8,0.31,13.8,0.35,0.37,0
syn-road-0975,local,2.15,7.6,249.7,0.47,19.4,0.01,0.48,0
syn-road-0976,secondary,4.12,6.4,103.7,0.49,4.8,0.13,0.6,0
syn-road-0977,secondary,7.07,17.9,99.6,0.44,2.1,0.19,0.54,0
syn-road-0978,secondary,4.57,7.4,168.7,0.68,6.9,0.69,0.78,1
syn-road-0979,secondary,13.34,30.1,145.9,0.32,11.1,0.02,0.5,1
syn-road-0980,arterial,5.8,10.3,161.6,0.44,12.9,0.46,0.53,0
syn-road-0981,local,10.72,31.7,116.8,0.72,-0.8,0.69,0.63,1
syn-road-0982,arterial,8.26,12.1,249.4,0.77,4.7,0.02,0.86,1
syn-road-0983,local,13.76,39.7,169.4,0.63,3.3,0.08,0.76,0
syn-road-0984,arterial,0.85,1.0,197.8,0.9,-0.1,0.61,0.83,1
syn-road-0985,secondary,13.42,29.2,152.4,0.5,3.0,0.04,0.8,0
syn-road-0986,arterial,7.92,7.8,174.7,0.58,9.3,0.47,0.52,0
syn-road-0987,local,4.52,12.4,54.1,0.31,14.0,0.71,0.27,0
syn-road-0988,primary,12.46,16.7,221.0,0.44,16.7,0.25,0.5,1
syn-road-0989,local,13.38,42.2,151.8,0.58,7.5,0.41,0.69,0
syn-road-0990,local,8.0,22.1,228.7,0.7,13.1,0.88,0.63,1
syn-road-0991,arterial,7.24,9.6,83.7,0.73,2.6,0.92,0.59,1
syn-road-0992,secondary,9.26,20.4,51.1,0.31,5.3,0.12,0.48,0
syn-road-0993,secondary,13.52,31.1,101.0,0.56,8.4,0.91,0.57,1
syn-road-0994,local,3.72,10.0,170.0,0.54,13.9,0.57,0.57,0
syn-road-0995,local,5.7,18.9,186.8,0.63,13.6,0.83,0.62,1
syn-road-0996,arterial,13.97,19.3,151.9,0.55,5.8,0.55,0.66,0
syn-road-0997,secondary,1.14,6.4,216.0,0.42,17.7,0.25,0.57,0
syn-road-0998,arterial,5.4,10.2,150.9,0.75,4.7,0.86,0.81,1
syn-road-0999,secondary,3.03,11.1,143.3,0.59,0.8,0.46,0.78,0
