segment_id,event_id,role,segment_length_meters,highway,valid_coverage_fraction,permanent_water_fraction,flood_fraction,inundated_length_meters,vv_delta_db,vh_delta_db,label,confidence,exclusion_reason
osm-6477409182-4815227758-0,jakarta-20220118,validation,43.973,tertiary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6486347952-9491290599-0,jakarta-20220118,validation,70.429,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6490074722-330177825-0,jakarta-20220118,validation,9.178,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6493403591-3266332372-0,jakarta-20220118,validation,39.086,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6531806778-7082730280-0,jakarta-20220118,validation,8.68,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6546950357-309712345-0,jakarta-20220118,validation,171.284,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6547719124-1675488274-0,jakarta-20220118,validation,9.47,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6552109327-5671605046-0,jakarta-20220118,validation,36.763,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6604587143-7059651780-0,jakarta-20220118,validation,99.035,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6776762980-310048835-0,jakarta-20220118,validation,43.994,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6776762981-6776762980-0,jakarta-20220118,validation,11.276,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6776829930-6776762981-0,jakarta-20220118,validation,26.482,trunk_link,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6797982811-6118418342-0,jakarta-20220118,validation,64.208,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6801763173-8811850651-0,jakarta-20220118,validation,3.643,residential,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6806925400-317193936-0,jakarta-20220118,validation,36.732,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6831185205-9486285513-0,jakarta-20220118,validation,26.117,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6862048641-5655125045-0,jakarta-20220118,validation,44.676,secondary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6878897947-1139139728-0,jakarta-20220118,validation,35.183,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6884974160-11899737707-0,jakarta-20220118,validation,21.993,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6907592439-315710860-0,jakarta-20220118,validation,42.956,secondary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6907714745-5380146210-0,jakarta-20220118,validation,142.335,residential,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6910883258-4849427384-0,jakarta-20220118,validation,44.406,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6978444809-9002723306-0,jakarta-20220118,validation,185.104,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6978444810-6978444809-0,jakarta-20220118,validation,30.621,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-6978547983-3723635038-0,jakarta-20220118,validation,228.128,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7003228710-1321537155-0,jakarta-20220118,validation,11.784,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7003228710-7003248324-0,jakarta-20220118,validation,14.05,primary_link,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7003248324-1321537155-0,jakarta-20220118,validation,12.074,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7015230195-4849427387-0,jakarta-20220118,validation,64.876,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7015230199-7015230195-0,jakarta-20220118,validation,44.623,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7018595457-6315609708-0,jakarta-20220118,validation,34.224,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7026798812-5498027297-0,jakarta-20220118,validation,424.098,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7027128992-4658384434-0,jakarta-20220118,validation,91.163,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7027231693-4152867163-0,jakarta-20220118,validation,112.816,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7029385572-316486305-0,jakarta-20220118,validation,43.932,trunk_link,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7029563618-4993841487-0,jakarta-20220118,validation,28.299,primary_link,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7029563618-7029563620-0,jakarta-20220118,validation,12.404,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7029563620-7029563621-0,jakarta-20220118,validation,10.441,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7029563621-12530400916-0,jakarta-20220118,validation,28.354,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7038299405-388023277-0,jakarta-20220118,validation,43.755,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7039275702-1359134222-0,jakarta-20220118,validation,36.048,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7044795931-7509918742-0,jakarta-20220118,validation,11.4,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7044795934-7044795931-0,jakarta-20220118,validation,24.82,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7045010187-5487633251-0,jakarta-20220118,validation,205.057,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7045010651-4502213977-0,jakarta-20220118,validation,32.545,secondary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7045231385-11501464552-0,jakarta-20220118,validation,22.119,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7046982976-1682844563-0,jakarta-20220118,validation,396.732,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7050035434-7050035438-0,jakarta-20220118,validation,35.11,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7050035434-7050035440-0,jakarta-20220118,validation,73.184,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7050035438-7122914747-0,jakarta-20220118,validation,88.409,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7050035440-7246575157-0,jakarta-20220118,validation,9.626,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7052519688-7070168306-0,jakarta-20220118,validation,87.927,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7055752942-5006633608-0,jakarta-20220118,validation,119.355,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7055776846-4990059515-0,jakarta-20220118,validation,193.239,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7059042271-6315609717-0,jakarta-20220118,validation,5.34,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7059651780-316412093-0,jakarta-20220118,validation,12.186,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7062375566-7513762422-0,jakarta-20220118,validation,5.34,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7070168306-7483895436-0,jakarta-20220118,validation,11.254,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7070168315-310048098-0,jakarta-20220118,validation,999.957,motorway,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7070822596-7027231693-0,jakarta-20220118,validation,71.423,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7082730280-5655139014-0,jakarta-20220118,validation,38.36,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7082864214-310048835-0,jakarta-20220118,validation,73.245,motorway_link,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7096117327-6862048641-0,jakarta-20220118,validation,43.381,secondary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7098183581-9695103618-0,jakarta-20220118,validation,26.537,secondary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7103369194-317156628-0,jakarta-20220118,validation,20.31,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7103369200-7103369194-0,jakarta-20220118,validation,17.552,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7103903985-1351484887-0,jakarta-20220118,validation,5.251,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7104997606-5172730315-0,jakarta-20220118,validation,64.294,secondary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7105384963-1342878909-0,jakarta-20220118,validation,100.619,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7112944949-393861915-0,jakarta-20220118,validation,25.867,secondary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7117458776-5380055271-0,jakarta-20220118,validation,186.493,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7117640144-5189820259-0,jakarta-20220118,validation,189.56,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7118113165-104356359-0,jakarta-20220118,validation,75.152,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120306569-5371596275-0,jakarta-20220118,validation,63.385,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120306577-7120306569-0,jakarta-20220118,validation,25.987,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120310389-9665578858-0,jakarta-20220118,validation,59.0,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120318185-7120380404-0,jakarta-20220118,validation,22.25,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120341842-7120393917-0,jakarta-20220118,validation,18.174,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120370231-4996688468-0,jakarta-20220118,validation,57.882,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120377653-29939156-0,jakarta-20220118,validation,38.542,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120377658-7120377653-0,jakarta-20220118,validation,12.145,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120380401-5371596264-0,jakarta-20220118,validation,14.281,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120380404-7120380401-0,jakarta-20220118,validation,16.262,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120383641-10758010539-0,jakarta-20220118,validation,74.185,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120383650-7120383641-0,jakarta-20220118,validation,20.977,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120383655-7120383650-0,jakarta-20220118,validation,10.639,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120383657-1163404618-0,jakarta-20220118,validation,11.476,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120383659-7120383657-0,jakarta-20220118,validation,19.811,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120393905-7120377658-0,jakarta-20220118,validation,50.707,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120393917-7120306577-0,jakarta-20220118,validation,8.037,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120393920-5371596268-0,jakarta-20220118,validation,15.313,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120410534-4899821967-0,jakarta-20220118,validation,97.519,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120410539-7120410534-0,jakarta-20220118,validation,34.162,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120410540-7120410539-0,jakarta-20220118,validation,19.381,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120410546-13720913830-0,jakarta-20220118,validation,9.312,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120411005-7120419447-0,jakarta-20220118,validation,55.116,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120411011-7120411005-0,jakarta-20220118,validation,19.969,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120419442-29939154-0,jakarta-20220118,validation,35.593,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120419444-7120419442-0,jakarta-20220118,validation,26.578,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120419447-7120419444-0,jakarta-20220118,validation,10.136,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120440775-7756153690-0,jakarta-20220118,validation,7.5,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120440781-5671531324-0,jakarta-20220118,validation,51.471,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120487195-316374654-0,jakarta-20220118,validation,13.689,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120487197-7120487195-0,jakarta-20220118,validation,14.81,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120502855-4750115938-0,jakarta-20220118,validation,159.115,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120512601-5669076905-0,jakarta-20220118,validation,60.461,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7120831201-1376428022-0,jakarta-20220118,validation,11.772,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7122843809-7045010651-0,jakarta-20220118,validation,34.393,secondary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7122914747-5673841354-0,jakarta-20220118,validation,40.978,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7123191860-13828094473-0,jakarta-20220118,validation,45.62,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7131381422-5425990246-0,jakarta-20220118,validation,97.807,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7131628847-5068494252-0,jakarta-20220118,validation,28.717,residential,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7131628852-7131628847-1,jakarta-20220118,validation,77.693,service,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7131701881-9694163557-0,jakarta-20220118,validation,323.736,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7132187495-7132187498-0,jakarta-20220118,validation,51.015,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7132187498-9009474493-0,jakarta-20220118,validation,17.111,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7132270238-5374380799-0,jakarta-20220118,validation,186.293,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7137519768-7137727237-0,jakarta-20220118,validation,272.485,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7137574112-5380068218-0,jakarta-20220118,validation,104.846,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7137652765-328320159-0,jakarta-20220118,validation,114.029,trunk_link,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7137727237-7246511033-0,jakarta-20220118,validation,16.412,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7137820748-4548267014-0,jakarta-20220118,validation,58.717,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7140161059-6434930408-0,jakarta-20220118,validation,40.295,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7140306354-6434945508-0,jakarta-20220118,validation,54.41,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7147121113-7697810035-0,jakarta-20220118,validation,382.128,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7149726253-5487632874-0,jakarta-20220118,validation,107.102,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7152827727-10599212863-0,jakarta-20220118,validation,36.824,tertiary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7156322369-316374602-0,jakarta-20220118,validation,27.08,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7192466992-1695811568-0,jakarta-20220118,validation,105.94,residential,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7225096520-4800528564-0,jakarta-20220118,validation,22.681,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7226592293-7226690310-0,jakarta-20220118,validation,94.197,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7226690310-9684746119-0,jakarta-20220118,validation,43.501,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7226690317-1311842311-0,jakarta-20220118,validation,19.693,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7229469661-4776087714-0,jakarta-20220118,validation,25.968,tertiary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7241544817-5227396653-0,jakarta-20220118,validation,43.856,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7241781245-315305416-0,jakarta-20220118,validation,19.738,tertiary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7246473924-4564612508-0,jakarta-20220118,validation,30.73,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7246511033-7137652765-0,jakarta-20220118,validation,31.486,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7246575157-5673840820-0,jakarta-20220118,validation,10.249,trunk,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
osm-7249176145-104363249-0,jakarta-20220118,validation,46.069,primary,0,0,0,0,,,unknown,excluded,No full-coverage Sentinel-1 acquisition during or within 48 hours after the event; nearest post-event acquisition was about four days later.
